nconf;datareg;codall;regione;provincia;comune;Sezione ;specie;materiale;ceppo;antibiotico;ris
8.067;09/01/2018;;Lombardia;BG;Albino;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;TAMPONE AURICOLARE;Gen. proteus;Enrofloxacin;R
8.067;09/01/2018;;Lombardia;BG;Albino;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;TAMPONE AURICOLARE;Gen. proteus;Eritromicina;R
8.067;09/01/2018;;Lombardia;BG;Albino;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;TAMPONE AURICOLARE;Gen. proteus;Gentamicina;S
8.067;09/01/2018;;Lombardia;BG;Albino;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;TAMPONE AURICOLARE;Gen. proteus;Kanamicina;S
8.067;09/01/2018;;Lombardia;BG;Albino;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;TAMPONE AURICOLARE;Gen. proteus;Nitrofurantoina;R
8.067;09/01/2018;;Lombardia;BG;Albino;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;TAMPONE AURICOLARE;Gen. proteus;Oxacillina;R
8.067;09/01/2018;;Lombardia;BG;Albino;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;TAMPONE AURICOLARE;Gen. proteus;Penicillina;R
8.067;09/01/2018;;Lombardia;BG;Albino;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;TAMPONE AURICOLARE;Gen. proteus;Rifampicina;R
8.067;09/01/2018;;Lombardia;BG;Albino;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;TAMPONE AURICOLARE;Gen. proteus;Tetraciclina;R
8.067;09/01/2018;;Lombardia;BG;Albino;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;TAMPONE AURICOLARE;Gen. proteus;Tilmicosina;R
8.067;09/01/2018;;Lombardia;BG;Albino;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;TAMPONE AURICOLARE;Gen. proteus;Trimetoprim + Sulfonamidi;S
8.067;09/01/2018;;Lombardia;BG;Albino;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;TAMPONE AURICOLARE;Gen. Streptococcus;Amikacina;R
8.067;09/01/2018;;Lombardia;BG;Albino;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;TAMPONE AURICOLARE;Gen. Streptococcus;Amoxicillina + Ac.Clavulanico;S
8.067;09/01/2018;;Lombardia;BG;Albino;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;TAMPONE AURICOLARE;Gen. Streptococcus;Ampicillina;S
8.067;09/01/2018;;Lombardia;BG;Albino;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;TAMPONE AURICOLARE;Gen. Streptococcus;Cefalotina;S
8.067;09/01/2018;;Lombardia;BG;Albino;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;TAMPONE AURICOLARE;Gen. Streptococcus;Cefazolina;S
8.067;09/01/2018;;Lombardia;BG;Albino;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;TAMPONE AURICOLARE;Gen. Streptococcus;Ceftiofur;S
8.067;09/01/2018;;Lombardia;BG;Albino;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;TAMPONE AURICOLARE;Gen. Streptococcus;Colistina;R
8.067;09/01/2018;;Lombardia;BG;Albino;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;TAMPONE AURICOLARE;Gen. Streptococcus;Enrofloxacin;R
8.067;09/01/2018;;Lombardia;BG;Albino;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;TAMPONE AURICOLARE;Gen. Streptococcus;Eritromicina;S
8.067;09/01/2018;;Lombardia;BG;Albino;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;TAMPONE AURICOLARE;Gen. Streptococcus;Gentamicina;S
8.067;09/01/2018;;Lombardia;BG;Albino;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;TAMPONE AURICOLARE;Gen. Streptococcus;Kanamicina;R
8.067;09/01/2018;;Lombardia;BG;Albino;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;TAMPONE AURICOLARE;Gen. Streptococcus;Nitrofurantoina;S
8.067;09/01/2018;;Lombardia;BG;Albino;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;TAMPONE AURICOLARE;Gen. Streptococcus;Oxacillina;S
8.067;09/01/2018;;Lombardia;BG;Albino;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;TAMPONE AURICOLARE;Gen. Streptococcus;Penicillina;S
8.067;09/01/2018;;Lombardia;BG;Albino;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;TAMPONE AURICOLARE;Gen. Streptococcus;Rifampicina;R
8.067;09/01/2018;;Lombardia;BG;Albino;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;TAMPONE AURICOLARE;Gen. Streptococcus;Tetraciclina;R
8.067;09/01/2018;;Lombardia;BG;Albino;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;TAMPONE AURICOLARE;Gen. Streptococcus;Tilmicosina;S
8.067;09/01/2018;;Lombardia;BG;Albino;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;TAMPONE AURICOLARE;Gen. Streptococcus;Trimetoprim + Sulfonamidi;S
9.659;09/01/2019;;Lombardia;BG;Santa Brigida;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Stafilococco emolitico;Amoxicillina + Ac.Clavulanico;S
9.659;09/01/2019;;Lombardia;BG;Santa Brigida;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Stafilococco emolitico;Ampicillina;S
9.659;09/01/2019;;Lombardia;BG;Santa Brigida;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Stafilococco emolitico;Cefalotina;S
9.659;09/01/2019;;Lombardia;BG;Santa Brigida;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Stafilococco emolitico;Cefazolina;S
9.659;09/01/2019;;Lombardia;BG;Santa Brigida;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Stafilococco emolitico;Ceftiofur;S
9.659;09/01/2019;;Lombardia;BG;Santa Brigida;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Stafilococco emolitico;Enrofloxacin;S
9.659;09/01/2019;;Lombardia;BG;Santa Brigida;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Stafilococco emolitico;Eritromicina;S
9.659;09/01/2019;;Lombardia;BG;Santa Brigida;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Stafilococco emolitico;Kanamicina;S
9.659;09/01/2019;;Lombardia;BG;Santa Brigida;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Stafilococco emolitico;Oxacillina;S
9.659;09/01/2019;;Lombardia;BG;Santa Brigida;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Stafilococco emolitico;Penicillina;S
9.659;09/01/2019;;Lombardia;BG;Santa Brigida;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Stafilococco emolitico;Pirlimicina;S
9.659;09/01/2019;;Lombardia;BG;Santa Brigida;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Stafilococco emolitico;Rifampicina;S
9.659;09/01/2019;;Lombardia;BG;Santa Brigida;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Stafilococco emolitico;Sulfisoxazolo;S
9.659;09/01/2019;;Lombardia;BG;Santa Brigida;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Stafilococco emolitico;Tetraciclina;S
9.659;09/01/2019;;Lombardia;BG;Santa Brigida;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Stafilococco emolitico;Tilmicosina;S
9.659;09/01/2019;;Lombardia;BG;Santa Brigida;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Stafilococco emolitico;Trimetoprim + Sulfonamidi;S
11.857;10/01/2019;040BG031;Lombardia;BG;Brignano Gera d'Adda;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;ANIMALE VIVO/CARCASSA;Escherichia coli;Acido Nalidixico;R
11.857;10/01/2019;040BG031;Lombardia;BG;Brignano Gera d'Adda;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;ANIMALE VIVO/CARCASSA;Escherichia coli;Amoxicillina + Ac.Clavulanico;R
11.857;10/01/2019;040BG031;Lombardia;BG;Brignano Gera d'Adda;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;ANIMALE VIVO/CARCASSA;Escherichia coli;Ampicillina;R
11.857;10/01/2019;040BG031;Lombardia;BG;Brignano Gera d'Adda;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;ANIMALE VIVO/CARCASSA;Escherichia coli;Cefalexina;R
11.857;10/01/2019;040BG031;Lombardia;BG;Brignano Gera d'Adda;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;ANIMALE VIVO/CARCASSA;Escherichia coli;Cefazolina;R
11.857;10/01/2019;040BG031;Lombardia;BG;Brignano Gera d'Adda;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;ANIMALE VIVO/CARCASSA;Escherichia coli;Ceftiofur;S
11.857;10/01/2019;040BG031;Lombardia;BG;Brignano Gera d'Adda;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;ANIMALE VIVO/CARCASSA;Escherichia coli;Colistina;S
11.857;10/01/2019;040BG031;Lombardia;BG;Brignano Gera d'Adda;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;ANIMALE VIVO/CARCASSA;Escherichia coli;Enrofloxacin;R
11.857;10/01/2019;040BG031;Lombardia;BG;Brignano Gera d'Adda;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;ANIMALE VIVO/CARCASSA;Escherichia coli;Eritromicina;R
11.857;10/01/2019;040BG031;Lombardia;BG;Brignano Gera d'Adda;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;ANIMALE VIVO/CARCASSA;Escherichia coli;Florfenicolo;R
11.857;10/01/2019;040BG031;Lombardia;BG;Brignano Gera d'Adda;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;ANIMALE VIVO/CARCASSA;Escherichia coli;Gentamicina;R
11.857;10/01/2019;040BG031;Lombardia;BG;Brignano Gera d'Adda;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;ANIMALE VIVO/CARCASSA;Escherichia coli;Kanamicina;R
11.857;10/01/2019;040BG031;Lombardia;BG;Brignano Gera d'Adda;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;ANIMALE VIVO/CARCASSA;Escherichia coli;Oxacillina;R
11.857;10/01/2019;040BG031;Lombardia;BG;Brignano Gera d'Adda;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;ANIMALE VIVO/CARCASSA;Escherichia coli;Penicillina;R
11.857;10/01/2019;040BG031;Lombardia;BG;Brignano Gera d'Adda;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;ANIMALE VIVO/CARCASSA;Escherichia coli;Spectinomicina;R
11.857;10/01/2019;040BG031;Lombardia;BG;Brignano Gera d'Adda;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;ANIMALE VIVO/CARCASSA;Escherichia coli;Tetraciclina;R
11.857;10/01/2019;040BG031;Lombardia;BG;Brignano Gera d'Adda;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;ANIMALE VIVO/CARCASSA;Escherichia coli;Tilmicosina;R
11.857;10/01/2019;040BG031;Lombardia;BG;Brignano Gera d'Adda;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;ANIMALE VIVO/CARCASSA;Escherichia coli;Trimetoprim + Sulfonamidi;R
11.966;10/01/2019;;Lombardia;BG;Zanica;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;ANIMALE VIVO/CARCASSA;Gen. Streptococcus;Amikacina;S
11.966;10/01/2019;;Lombardia;BG;Zanica;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;ANIMALE VIVO/CARCASSA;Gen. Streptococcus;Amoxicillina + Ac.Clavulanico;S
11.966;10/01/2019;;Lombardia;BG;Zanica;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;ANIMALE VIVO/CARCASSA;Gen. Streptococcus;Ampicillina;S
11.966;10/01/2019;;Lombardia;BG;Zanica;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;ANIMALE VIVO/CARCASSA;Gen. Streptococcus;Cefalotina;S
11.966;10/01/2019;;Lombardia;BG;Zanica;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;ANIMALE VIVO/CARCASSA;Gen. Streptococcus;Cefpodoxime;S
11.966;10/01/2019;;Lombardia;BG;Zanica;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;ANIMALE VIVO/CARCASSA;Gen. Streptococcus;Clindamicina;S
11.966;10/01/2019;;Lombardia;BG;Zanica;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;ANIMALE VIVO/CARCASSA;Gen. Streptococcus;Cloramfenicolo;S
11.966;10/01/2019;;Lombardia;BG;Zanica;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;ANIMALE VIVO/CARCASSA;Gen. Streptococcus;Enrofloxacin;S
11.966;10/01/2019;;Lombardia;BG;Zanica;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;ANIMALE VIVO/CARCASSA;Gen. Streptococcus;Eritromicina;S
11.966;10/01/2019;;Lombardia;BG;Zanica;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;ANIMALE VIVO/CARCASSA;Gen. Streptococcus;Gentamicina;S
11.966;10/01/2019;;Lombardia;BG;Zanica;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;ANIMALE VIVO/CARCASSA;Gen. Streptococcus;Kanamicina;R
11.966;10/01/2019;;Lombardia;BG;Zanica;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;ANIMALE VIVO/CARCASSA;Gen. Streptococcus;Nitrofurantoina;S
11.966;10/01/2019;;Lombardia;BG;Zanica;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;ANIMALE VIVO/CARCASSA;Gen. Streptococcus;Penicillina;S
11.966;10/01/2019;;Lombardia;BG;Zanica;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;ANIMALE VIVO/CARCASSA;Gen. Streptococcus;Rifampicina;S
11.966;10/01/2019;;Lombardia;BG;Zanica;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;ANIMALE VIVO/CARCASSA;Gen. Streptococcus;Tetraciclina;R
11.966;10/01/2019;;Lombardia;BG;Zanica;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;ANIMALE VIVO/CARCASSA;Gen. Streptococcus;Tilmicosina;S
11.966;10/01/2019;;Lombardia;BG;Zanica;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;ANIMALE VIVO/CARCASSA;Gen. Streptococcus;Trimetoprim + Sulfonamidi;R
12.004;10/01/2019;000IX000;Non definita;ND;Non Definito;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;TAMPONE;Gen. Streptococcus;Amikacina;R
12.004;10/01/2019;000IX000;Non definita;ND;Non Definito;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;TAMPONE;Gen. Streptococcus;Amoxicillina + Ac.Clavulanico;R
12.004;10/01/2019;000IX000;Non definita;ND;Non Definito;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;TAMPONE;Gen. Streptococcus;Ampicillina;R
12.004;10/01/2019;000IX000;Non definita;ND;Non Definito;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;TAMPONE;Gen. Streptococcus;Cefazolina;R
12.004;10/01/2019;000IX000;Non definita;ND;Non Definito;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;TAMPONE;Gen. Streptococcus;Cefpodoxime;R
12.004;10/01/2019;000IX000;Non definita;ND;Non Definito;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;TAMPONE;Gen. Streptococcus;Clindamicina;R
12.004;10/01/2019;000IX000;Non definita;ND;Non Definito;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;TAMPONE;Gen. Streptococcus;Cloramfenicolo;R
12.004;10/01/2019;000IX000;Non definita;ND;Non Definito;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;TAMPONE;Gen. Streptococcus;Enrofloxacin;R
12.004;10/01/2019;000IX000;Non definita;ND;Non Definito;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;TAMPONE;Gen. Streptococcus;Eritromicina;I
12.004;10/01/2019;000IX000;Non definita;ND;Non Definito;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;TAMPONE;Gen. Streptococcus;Gentamicina;S
12.004;10/01/2019;000IX000;Non definita;ND;Non Definito;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;TAMPONE;Gen. Streptococcus;Kanamicina;R
12.004;10/01/2019;000IX000;Non definita;ND;Non Definito;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;TAMPONE;Gen. Streptococcus;Nitrofurantoina;R
12.004;10/01/2019;000IX000;Non definita;ND;Non Definito;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;TAMPONE;Gen. Streptococcus;Penicillina;R
12.004;10/01/2019;000IX000;Non definita;ND;Non Definito;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;TAMPONE;Gen. Streptococcus;Rifampicina;R
12.004;10/01/2019;000IX000;Non definita;ND;Non Definito;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;TAMPONE;Gen. Streptococcus;Tetraciclina;I
12.004;10/01/2019;000IX000;Non definita;ND;Non Definito;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;TAMPONE;Gen. Streptococcus;Tilmicosina;R
12.004;10/01/2019;000IX000;Non definita;ND;Non Definito;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;TAMPONE;Gen. Streptococcus;Trimetoprim + Sulfonamidi;S
12.004;10/01/2019;000IX000;Non definita;ND;Non Definito;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;TAMPONE;Staphylococcus aureus;Amikacina;S
12.004;10/01/2019;000IX000;Non definita;ND;Non Definito;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;TAMPONE;Staphylococcus aureus;Amoxicillina + Ac.Clavulanico;R
12.004;10/01/2019;000IX000;Non definita;ND;Non Definito;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;TAMPONE;Staphylococcus aureus;Ampicillina;R
12.004;10/01/2019;000IX000;Non definita;ND;Non Definito;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;TAMPONE;Staphylococcus aureus;Cefazolina;R
12.004;10/01/2019;000IX000;Non definita;ND;Non Definito;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;TAMPONE;Staphylococcus aureus;Cefpodoxime;R
12.004;10/01/2019;000IX000;Non definita;ND;Non Definito;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;TAMPONE;Staphylococcus aureus;Clindamicina;R
12.004;10/01/2019;000IX000;Non definita;ND;Non Definito;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;TAMPONE;Staphylococcus aureus;Cloramfenicolo;R
12.004;10/01/2019;000IX000;Non definita;ND;Non Definito;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;TAMPONE;Staphylococcus aureus;Enrofloxacin;R
12.004;10/01/2019;000IX000;Non definita;ND;Non Definito;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;TAMPONE;Staphylococcus aureus;Eritromicina;R
12.004;10/01/2019;000IX000;Non definita;ND;Non Definito;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;TAMPONE;Staphylococcus aureus;Gentamicina;R
12.004;10/01/2019;000IX000;Non definita;ND;Non Definito;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;TAMPONE;Staphylococcus aureus;Kanamicina;R
12.004;10/01/2019;000IX000;Non definita;ND;Non Definito;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;TAMPONE;Staphylococcus aureus;Nitrofurantoina;S
12.004;10/01/2019;000IX000;Non definita;ND;Non Definito;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;TAMPONE;Staphylococcus aureus;Penicillina;R
12.004;10/01/2019;000IX000;Non definita;ND;Non Definito;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;TAMPONE;Staphylococcus aureus;Rifampicina;S
12.004;10/01/2019;000IX000;Non definita;ND;Non Definito;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;TAMPONE;Staphylococcus aureus;Tetraciclina;R
12.004;10/01/2019;000IX000;Non definita;ND;Non Definito;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;TAMPONE;Staphylococcus aureus;Tetraciclina;S
12.004;10/01/2019;000IX000;Non definita;ND;Non Definito;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;TAMPONE;Staphylococcus aureus;Tilmicosina;R
12.004;10/01/2019;000IX000;Non definita;ND;Non Definito;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;TAMPONE;Staphylococcus aureus;Trimetoprim + Sulfonamidi;R
12.442;12/01/2018;147BG011;Lombardia;BG;Oltressenda Alta;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;ANIMALE VIVO/CARCASSA;Gen. Pasteurella;Acido Nalidixico;R
12.442;12/01/2018;147BG011;Lombardia;BG;Oltressenda Alta;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;ANIMALE VIVO/CARCASSA;Gen. Pasteurella;Amoxicillina + Ac.Clavulanico;S
12.442;12/01/2018;147BG011;Lombardia;BG;Oltressenda Alta;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;ANIMALE VIVO/CARCASSA;Gen. Pasteurella;Ampicillina;S
12.442;12/01/2018;147BG011;Lombardia;BG;Oltressenda Alta;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;ANIMALE VIVO/CARCASSA;Gen. Pasteurella;Cefalexina;S
12.442;12/01/2018;147BG011;Lombardia;BG;Oltressenda Alta;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;ANIMALE VIVO/CARCASSA;Gen. Pasteurella;Cefazolina;S
12.442;12/01/2018;147BG011;Lombardia;BG;Oltressenda Alta;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;ANIMALE VIVO/CARCASSA;Gen. Pasteurella;Ceftiofur;S
12.442;12/01/2018;147BG011;Lombardia;BG;Oltressenda Alta;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;ANIMALE VIVO/CARCASSA;Gen. Pasteurella;Colistina;S
12.442;12/01/2018;147BG011;Lombardia;BG;Oltressenda Alta;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;ANIMALE VIVO/CARCASSA;Gen. Pasteurella;Enrofloxacin;S
12.442;12/01/2018;147BG011;Lombardia;BG;Oltressenda Alta;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;ANIMALE VIVO/CARCASSA;Gen. Pasteurella;Eritromicina;S
12.442;12/01/2018;147BG011;Lombardia;BG;Oltressenda Alta;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;ANIMALE VIVO/CARCASSA;Gen. Pasteurella;Florfenicolo;S
12.442;12/01/2018;147BG011;Lombardia;BG;Oltressenda Alta;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;ANIMALE VIVO/CARCASSA;Gen. Pasteurella;Gentamicina;S
12.442;12/01/2018;147BG011;Lombardia;BG;Oltressenda Alta;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;ANIMALE VIVO/CARCASSA;Gen. Pasteurella;Kanamicina;S
12.442;12/01/2018;147BG011;Lombardia;BG;Oltressenda Alta;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;ANIMALE VIVO/CARCASSA;Gen. Pasteurella;Oxacillina;R
12.442;12/01/2018;147BG011;Lombardia;BG;Oltressenda Alta;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;ANIMALE VIVO/CARCASSA;Gen. Pasteurella;Penicillina;S
12.442;12/01/2018;147BG011;Lombardia;BG;Oltressenda Alta;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;ANIMALE VIVO/CARCASSA;Gen. Pasteurella;Sulfadiazina;S
12.442;12/01/2018;147BG011;Lombardia;BG;Oltressenda Alta;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;ANIMALE VIVO/CARCASSA;Gen. Pasteurella;Tetraciclina;S
12.442;12/01/2018;147BG011;Lombardia;BG;Oltressenda Alta;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;ANIMALE VIVO/CARCASSA;Gen. Pasteurella;Tilmicosina;S
12.442;12/01/2018;147BG011;Lombardia;BG;Oltressenda Alta;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;ANIMALE VIVO/CARCASSA;Gen. Pasteurella;Trimetoprim + Sulfonamidi;S
12.698;13/01/2018;000IX000;Lombardia;BG;Bergamo;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;TAMPONE NASALE;Escherichia coli;Amikacina;R
12.698;13/01/2018;000IX000;Lombardia;BG;Bergamo;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;TAMPONE NASALE;Escherichia coli;Amoxicillina + Ac.Clavulanico;R
12.698;13/01/2018;000IX000;Lombardia;BG;Bergamo;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;TAMPONE NASALE;Escherichia coli;Ampicillina;R
12.698;13/01/2018;000IX000;Lombardia;BG;Bergamo;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;TAMPONE NASALE;Escherichia coli;Cefalotina;I
12.698;13/01/2018;000IX000;Lombardia;BG;Bergamo;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;TAMPONE NASALE;Escherichia coli;Cefazolina;I
12.698;13/01/2018;000IX000;Lombardia;BG;Bergamo;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;TAMPONE NASALE;Escherichia coli;Ceftiofur;S
